img_id,img_width,img_height,img_file,cat_id,cat_name,supercategory,ann_id,x,y,width,height,area,recorte_file
374,3120,4160,batch_12/000073.jpg,36,Plastic film,Plastic bag & wrapper,1314,274,1261,2157,2028,4374396,recortes\Plastic film\Plastic film_1314_000073.jpg
375,3120,4160,batch_12/000074.jpg,21,Disposable plastic cup,Cup,1315,1054,1364,351,209,73359,recortes\Disposable plastic cup\Disposable plastic cup_1315_000074.jpg
375,3120,4160,batch_12/000074.jpg,55,Plastic straw,Straw,1316,1368,1458,285,105,29925,recortes\Plastic straw\Plastic straw_1316_000074.jpg
375,3120,4160,batch_12/000074.jpg,55,Plastic straw,Straw,1317,975,3642,675,251,169425,recortes\Plastic straw\Plastic straw_1317_000074.jpg
375,3120,4160,batch_12/000074.jpg,58,Unlabeled litter,Unlabeled litter,1318,470,1167,237,234,55458,recortes\Unlabeled litter\Unlabeled litter_1318_000074.jpg
375,3120,4160,batch_12/000074.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1319,821,1153,44,59,2596,recortes\Other plastic wrapper\Other plastic wrapper_1319_000074.jpg
375,3120,4160,batch_12/000074.jpg,21,Disposable plastic cup,Cup,1320,2309,1566,364,326,118664,recortes\Disposable plastic cup\Disposable plastic cup_1320_000074.jpg
375,3120,4160,batch_12/000074.jpg,58,Unlabeled litter,Unlabeled litter,1321,1984,1743,364,263,95732,recortes\Unlabeled litter\Unlabeled litter_1321_000074.jpg
375,3120,4160,batch_12/000074.jpg,58,Unlabeled litter,Unlabeled litter,1322,2469,892,439,242,106238,recortes\Unlabeled litter\Unlabeled litter_1322_000074.jpg
375,3120,4160,batch_12/000074.jpg,21,Disposable plastic cup,Cup,1323,2346,228,291,199,57909,recortes\Disposable plastic cup\Disposable plastic cup_1323_000074.jpg
376,4160,3120,batch_12/000075.jpg,55,Plastic straw,Straw,1324,205,1936,305,420,128100,recortes\Plastic straw\Plastic straw_1324_000075.jpg
376,4160,3120,batch_12/000075.jpg,55,Plastic straw,Straw,1325,3019,1647,742,114,84588,recortes\Plastic straw\Plastic straw_1325_000075.jpg
377,4160,3120,batch_12/000076.jpg,12,Drink can,Can,1326,1737,1019,1411,781,1101991,recortes\Drink can\Drink can_1326_000076.jpg
378,3120,4160,batch_12/000077.jpg,12,Drink can,Can,1327,726,3214,1309,861,1127049,recortes\Drink can\Drink can_1327_000077.jpg
378,3120,4160,batch_12/000077.jpg,12,Drink can,Can,1328,687,353,1315,836,1099340,recortes\Drink can\Drink can_1328_000077.jpg
379,4160,3120,batch_12/000078.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1329,626,955,3124,2139,6682236,recortes\Other plastic wrapper\Other plastic wrapper_1329_000078.jpg
380,3120,4160,batch_12/000079.jpg,5,Clear plastic bottle,Bottle,1330,748,865,934,2841,2653494,recortes\Clear plastic bottle\Clear plastic bottle_1330_000079.jpg
380,3120,4160,batch_12/000079.jpg,7,Plastic bottle cap,Bottle cap,1331,878,863,380,200,76000,recortes\Plastic bottle cap\Plastic bottle cap_1331_000079.jpg
381,4160,3120,batch_12/000080.jpg,33,Normal paper,Paper,1332,1582,1241,1982,1085,2150470,recortes\Normal paper\Normal paper_1332_000080.jpg
382,4160,3120,batch_12/000081.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1333,60,907,3109,1767,5493603,recortes\Other plastic wrapper\Other plastic wrapper_1333_000081.jpg
383,3120,4160,batch_12/000082.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1334,474,188,1473,3482,5128986,recortes\Other plastic wrapper\Other plastic wrapper_1334_000082.jpg
384,4160,3120,batch_12/000083.jpg,36,Plastic film,Plastic bag & wrapper,1335,1128,478,2142,1563,3347946,recortes\Plastic film\Plastic film_1335_000083.jpg
385,4160,3120,batch_12/000084.jpg,27,Plastic lid,Lid,1336,700,828,190,166,31540,recortes\Plastic lid\Plastic lid_1336_000084.jpg
385,4160,3120,batch_12/000084.jpg,34,Paper bag,Paper bag,1337,661,1437,369,381,140589,recortes\Paper bag\Paper bag_1337_000084.jpg
385,4160,3120,batch_12/000084.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1338,538,1403,576,463,266688,recortes\Single-use carrier bag\Single-use carrier bag_1338_000084.jpg
385,4160,3120,batch_12/000084.jpg,5,Clear plastic bottle,Bottle,1339,2424,2284,249,418,104082,recortes\Clear plastic bottle\Clear plastic bottle_1339_000084.jpg
385,4160,3120,batch_12/000084.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1340,2832,1245,509,590,300310,recortes\Single-use carrier bag\Single-use carrier bag_1340_000084.jpg
385,4160,3120,batch_12/000084.jpg,36,Plastic film,Plastic bag & wrapper,1341,2540,1646,303,278,84234,recortes\Plastic film\Plastic film_1341_000084.jpg
385,4160,3120,batch_12/000084.jpg,36,Plastic film,Plastic bag & wrapper,1342,3414,914,146,176,25696,recortes\Plastic film\Plastic film_1342_000084.jpg
385,4160,3120,batch_12/000084.jpg,36,Plastic film,Plastic bag & wrapper,1343,3644,1059,180,76,13680,recortes\Plastic film\Plastic film_1343_000084.jpg
385,4160,3120,batch_12/000084.jpg,36,Plastic film,Plastic bag & wrapper,1344,3350,2787,477,330,157410,recortes\Plastic film\Plastic film_1344_000084.jpg
385,4160,3120,batch_12/000084.jpg,12,Drink can,Can,1345,136,2970,234,142,33228,recortes\Drink can\Drink can_1345_000084.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1346,1939,3258,426,582,247932,recortes\Plastic film\Plastic film_1346_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1347,1613,2397,239,356,85084,recortes\Plastic film\Plastic film_1347_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1348,1741,1742,202,301,60802,recortes\Plastic film\Plastic film_1348_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1349,920,974,215,219,47085,recortes\Plastic film\Plastic film_1349_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1350,726,697,250,284,71000,recortes\Plastic film\Plastic film_1350_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1351,6,3431,209,567,118503,recortes\Plastic film\Plastic film_1351_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1352,2191,1427,113,204,23052,recortes\Plastic film\Plastic film_1352_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1353,1264,983,158,212,33496,recortes\Plastic film\Plastic film_1353_000085.jpg
386,3120,4160,batch_12/000085.jpg,27,Plastic lid,Lid,1354,2902,1630,98,106,10388,recortes\Plastic lid\Plastic lid_1354_000085.jpg
386,3120,4160,batch_12/000085.jpg,29,Other plastic,Other plastic,1355,3013,1434,40,56,2240,recortes\Other plastic\Other plastic_1355_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1356,2110,832,158,204,32232,recortes\Plastic film\Plastic film_1356_000085.jpg
386,3120,4160,batch_12/000085.jpg,36,Plastic film,Plastic bag & wrapper,1357,564,1372,194,100,19400,recortes\Plastic film\Plastic film_1357_000085.jpg
387,3120,4160,batch_12/000086.jpg,18,Meal carton,Carton,1358,1478,2524,366,995,364170,recortes\Meal carton\Meal carton_1358_000086.jpg
387,3120,4160,batch_12/000086.jpg,36,Plastic film,Plastic bag & wrapper,1359,1658,290,624,567,353808,recortes\Plastic film\Plastic film_1359_000086.jpg
387,3120,4160,batch_12/000086.jpg,36,Plastic film,Plastic bag & wrapper,1360,1615,674,187,204,38148,recortes\Plastic film\Plastic film_1360_000086.jpg
387,3120,4160,batch_12/000086.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1361,1816,3630,1099,512,562688,recortes\Single-use carrier bag\Single-use carrier bag_1361_000086.jpg
388,3120,4160,batch_12/000087.jpg,21,Disposable plastic cup,Cup,1362,661,438,644,703,452732,recortes\Disposable plastic cup\Disposable plastic cup_1362_000087.jpg
388,3120,4160,batch_12/000087.jpg,36,Plastic film,Plastic bag & wrapper,1363,1736,1834,209,196,40964,recortes\Plastic film\Plastic film_1363_000087.jpg
388,3120,4160,batch_12/000087.jpg,36,Plastic film,Plastic bag & wrapper,1364,1717,2027,212,328,69536,recortes\Plastic film\Plastic film_1364_000087.jpg
388,3120,4160,batch_12/000087.jpg,18,Meal carton,Carton,1365,1065,1188,734,800,587200,recortes\Meal carton\Meal carton_1365_000087.jpg
388,3120,4160,batch_12/000087.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1366,1833,3042,841,1095,920895,recortes\Single-use carrier bag\Single-use carrier bag_1366_000087.jpg
389,4160,3120,batch_12/000088.jpg,5,Clear plastic bottle,Bottle,1367,301,92,351,130,45630,recortes\Clear plastic bottle\Clear plastic bottle_1367_000088.jpg
389,4160,3120,batch_12/000088.jpg,7,Plastic bottle cap,Bottle cap,1368,605,148,46,48,2208,recortes\Plastic bottle cap\Plastic bottle cap_1368_000088.jpg
389,4160,3120,batch_12/000088.jpg,7,Plastic bottle cap,Bottle cap,1369,778,1757,68,67,4556,recortes\Plastic bottle cap\Plastic bottle cap_1369_000088.jpg
389,4160,3120,batch_12/000088.jpg,27,Plastic lid,Lid,1370,506,2182,257,313,80441,recortes\Plastic lid\Plastic lid_1370_000088.jpg
389,4160,3120,batch_12/000088.jpg,36,Plastic film,Plastic bag & wrapper,1371,105,1781,413,371,153223,recortes\Plastic film\Plastic film_1371_000088.jpg
389,4160,3120,batch_12/000088.jpg,36,Plastic film,Plastic bag & wrapper,1372,703,1900,248,198,49104,recortes\Plastic film\Plastic film_1372_000088.jpg
389,4160,3120,batch_12/000088.jpg,36,Plastic film,Plastic bag & wrapper,1373,3061,252,551,361,198911,recortes\Plastic film\Plastic film_1373_000088.jpg
389,4160,3120,batch_12/000088.jpg,55,Plastic straw,Straw,1374,3896,300,59,342,20178,recortes\Plastic straw\Plastic straw_1374_000088.jpg
389,4160,3120,batch_12/000088.jpg,58,Unlabeled litter,Unlabeled litter,1375,3582,568,376,296,111296,recortes\Unlabeled litter\Unlabeled litter_1375_000088.jpg
389,4160,3120,batch_12/000088.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1376,3508,2198,500,457,228500,recortes\Other plastic wrapper\Other plastic wrapper_1376_000088.jpg
389,4160,3120,batch_12/000088.jpg,58,Unlabeled litter,Unlabeled litter,1377,3032,2017,137,123,16851,recortes\Unlabeled litter\Unlabeled litter_1377_000088.jpg
389,4160,3120,batch_12/000088.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1378,3536,3037,135,80,10800,recortes\Other plastic wrapper\Other plastic wrapper_1378_000088.jpg
389,4160,3120,batch_12/000088.jpg,46,Foam food container,Plastic container,1379,1744,2051,316,793,250588,recortes\Foam food container\Foam food container_1379_000088.jpg
389,4160,3120,batch_12/000088.jpg,36,Plastic film,Plastic bag & wrapper,1380,1526,306,311,160,49760,recortes\Plastic film\Plastic film_1380_000088.jpg
389,4160,3120,batch_12/000088.jpg,36,Plastic film,Plastic bag & wrapper,1381,2493,1674,203,135,27405,recortes\Plastic film\Plastic film_1381_000088.jpg
390,3120,4160,batch_12/000089.jpg,55,Plastic straw,Straw,1382,563,323,839,1406,1179634,recortes\Plastic straw\Plastic straw_1382_000089.jpg
390,3120,4160,batch_12/000089.jpg,36,Plastic film,Plastic bag & wrapper,1383,1224,1363,1894,529,1001926,recortes\Plastic film\Plastic film_1383_000089.jpg
390,3120,4160,batch_12/000089.jpg,36,Plastic film,Plastic bag & wrapper,1384,860,1,2256,1386,3126816,recortes\Plastic film\Plastic film_1384_000089.jpg
390,3120,4160,batch_12/000089.jpg,21,Disposable plastic cup,Cup,1385,556,2068,1563,892,1394196,recortes\Disposable plastic cup\Disposable plastic cup_1385_000089.jpg
390,3120,4160,batch_12/000089.jpg,36,Plastic film,Plastic bag & wrapper,1386,443,4068,769,89,68441,recortes\Plastic film\Plastic film_1386_000089.jpg
390,3120,4160,batch_12/000089.jpg,36,Plastic film,Plastic bag & wrapper,1387,1575,3869,724,288,208512,recortes\Plastic film\Plastic film_1387_000089.jpg
391,4160,3120,batch_12/000090.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1388,243,796,638,648,413424,recortes\Other plastic wrapper\Other plastic wrapper_1388_000090.jpg
391,4160,3120,batch_12/000090.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1389,1779,1913,751,766,575266,recortes\Other plastic wrapper\Other plastic wrapper_1389_000090.jpg
391,4160,3120,batch_12/000090.jpg,7,Plastic bottle cap,Bottle cap,1390,2586,2884,120,101,12120,recortes\Plastic bottle cap\Plastic bottle cap_1390_000090.jpg
391,4160,3120,batch_12/000090.jpg,5,Clear plastic bottle,Bottle,1391,3205,1321,464,731,339184,recortes\Clear plastic bottle\Clear plastic bottle_1391_000090.jpg
391,4160,3120,batch_12/000090.jpg,7,Plastic bottle cap,Bottle cap,1392,224,8,101,65,6565,recortes\Plastic bottle cap\Plastic bottle cap_1392_000090.jpg
391,4160,3120,batch_12/000090.jpg,58,Unlabeled litter,Unlabeled litter,1393,4032,2818,111,295,32745,recortes\Unlabeled litter\Unlabeled litter_1393_000090.jpg
392,4160,3120,batch_12/000091.jpg,55,Plastic straw,Straw,1394,482,714,919,1366,1255354,recortes\Plastic straw\Plastic straw_1394_000091.jpg
392,4160,3120,batch_12/000091.jpg,27,Plastic lid,Lid,1395,42,663,1376,1059,1457184,recortes\Plastic lid\Plastic lid_1395_000091.jpg
392,4160,3120,batch_12/000091.jpg,21,Disposable plastic cup,Cup,1396,41,665,1473,1525,2246325,recortes\Disposable plastic cup\Disposable plastic cup_1396_000091.jpg
392,4160,3120,batch_12/000091.jpg,36,Plastic film,Plastic bag & wrapper,1397,1294,486,444,305,135420,recortes\Plastic film\Plastic film_1397_000091.jpg
392,4160,3120,batch_12/000091.jpg,21,Disposable plastic cup,Cup,1398,2778,655,1378,1370,1887860,recortes\Disposable plastic cup\Disposable plastic cup_1398_000091.jpg
392,4160,3120,batch_12/000091.jpg,27,Plastic lid,Lid,1399,2927,657,1228,1034,1269752,recortes\Plastic lid\Plastic lid_1399_000091.jpg
392,4160,3120,batch_12/000091.jpg,55,Plastic straw,Straw,1400,3149,712,1006,626,629756,recortes\Plastic straw\Plastic straw_1400_000091.jpg
392,4160,3120,batch_12/000091.jpg,36,Plastic film,Plastic bag & wrapper,1401,2675,2391,336,498,167328,recortes\Plastic film\Plastic film_1401_000091.jpg
392,4160,3120,batch_12/000091.jpg,36,Plastic film,Plastic bag & wrapper,1402,1267,2844,1178,274,322772,recortes\Plastic film\Plastic film_1402_000091.jpg
392,4160,3120,batch_12/000091.jpg,36,Plastic film,Plastic bag & wrapper,1403,0,1525,375,441,165375,recortes\Plastic film\Plastic film_1403_000091.jpg
392,4160,3120,batch_12/000091.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1404,1445,863,738,1204,888552,recortes\Other plastic wrapper\Other plastic wrapper_1404_000091.jpg
393,3120,4160,batch_12/000092.jpg,21,Disposable plastic cup,Cup,1405,1010,2975,792,737,583704,recortes\Disposable plastic cup\Disposable plastic cup_1405_000092.jpg
393,3120,4160,batch_12/000092.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1406,1399,3499,358,235,84130,recortes\Other plastic wrapper\Other plastic wrapper_1406_000092.jpg
393,3120,4160,batch_12/000092.jpg,27,Plastic lid,Lid,1407,734,582,403,393,158379,recortes\Plastic lid\Plastic lid_1407_000092.jpg
394,4160,3120,batch_12/000093.jpg,5,Clear plastic bottle,Bottle,1408,1082,2255,2036,738,1502568,recortes\Clear plastic bottle\Clear plastic bottle_1408_000093.jpg
394,4160,3120,batch_12/000093.jpg,29,Other plastic,Other plastic,1409,2867,2835,225,284,63900,recortes\Other plastic\Other plastic_1409_000093.jpg
394,4160,3120,batch_12/000093.jpg,36,Plastic film,Plastic bag & wrapper,1410,674,2706,942,350,329700,recortes\Plastic film\Plastic film_1410_000093.jpg
394,4160,3120,batch_12/000093.jpg,58,Unlabeled litter,Unlabeled litter,1411,2903,1815,465,332,154380,recortes\Unlabeled litter\Unlabeled litter_1411_000093.jpg
394,4160,3120,batch_12/000093.jpg,58,Unlabeled litter,Unlabeled litter,1412,3732,2112,165,99,16335,recortes\Unlabeled litter\Unlabeled litter_1412_000093.jpg
395,3120,4160,batch_12/000094.jpg,7,Plastic bottle cap,Bottle cap,1413,1480,3751,235,174,40890,recortes\Plastic bottle cap\Plastic bottle cap_1413_000094.jpg
395,3120,4160,batch_12/000094.jpg,5,Clear plastic bottle,Bottle,1414,1300,1398,752,2530,1902560,recortes\Clear plastic bottle\Clear plastic bottle_1414_000094.jpg
395,3120,4160,batch_12/000094.jpg,58,Unlabeled litter,Unlabeled litter,1415,2797,653,206,356,73336,recortes\Unlabeled litter\Unlabeled litter_1415_000094.jpg
395,3120,4160,batch_12/000094.jpg,58,Unlabeled litter,Unlabeled litter,1416,2037,1478,405,225,91125,recortes\Unlabeled litter\Unlabeled litter_1416_000094.jpg
396,2368,4208,batch_12/000095.jpg,58,Unlabeled litter,Unlabeled litter,1417,1117,818,86,32,2752,recortes\Unlabeled litter\Unlabeled litter_1417_000095.jpg
396,2368,4208,batch_12/000095.jpg,46,Foam food container,Plastic container,1418,1443,1667,191,95,18145,recortes\Foam food container\Foam food container_1418_000095.jpg
396,2368,4208,batch_12/000095.jpg,46,Foam food container,Plastic container,1419,1088,2838,527,343,180761,recortes\Foam food container\Foam food container_1419_000095.jpg
397,3120,4160,batch_12/000096.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1420,574,1019,1773,1931,3423663,recortes\Single-use carrier bag\Single-use carrier bag_1420_000096.jpg
398,3120,4160,batch_12/000097.jpg,36,Plastic film,Plastic bag & wrapper,1421,760,1830,1450,2076,3010200,recortes\Plastic film\Plastic film_1421_000097.jpg
398,3120,4160,batch_12/000097.jpg,55,Plastic straw,Straw,1422,1472,2881,1017,199,202383,recortes\Plastic straw\Plastic straw_1422_000097.jpg
398,3120,4160,batch_12/000097.jpg,59,Cigarette,Cigarette,1423,1315,178,205,108,22140,recortes\Cigarette\Cigarette_1423_000097.jpg
399,4160,3120,batch_12/000098.jpg,33,Normal paper,Paper,1424,1131,1170,2554,1410,3601140,recortes\Normal paper\Normal paper_1424_000098.jpg
400,4160,3120,batch_12/000099.jpg,36,Plastic film,Plastic bag & wrapper,1425,1303,197,2347,2726,6397922,recortes\Plastic film\Plastic film_1425_000099.jpg
401,4160,3120,batch_13/000000.jpg,58,Unlabeled litter,Unlabeled litter,1426,1613,1156,1376,963,1325088,recortes\Unlabeled litter\Unlabeled litter_1426_000000.jpg
402,3120,4160,batch_13/000001.jpg,49,Plastic utensils,Plastic utensils,1427,1546,1101,382,1591,607762,recortes\Plastic utensils\Plastic utensils_1427_000001.jpg
403,4160,3120,batch_13/000002.jpg,32,Wrapping paper,Paper,1428,1962,355,1873,2140,4008220,recortes\Wrapping paper\Wrapping paper_1428_000002.jpg
404,3120,4160,batch_13/000003.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1429,480,3031,1623,1007,1634361,recortes\Single-use carrier bag\Single-use carrier bag_1429_000003.jpg
404,3120,4160,batch_13/000003.jpg,58,Unlabeled litter,Unlabeled litter,1430,1504,609,317,202,64034,recortes\Unlabeled litter\Unlabeled litter_1430_000003.jpg
404,3120,4160,batch_13/000003.jpg,18,Meal carton,Carton,1431,1708,779,388,254,98552,recortes\Meal carton\Meal carton_1431_000003.jpg
404,3120,4160,batch_13/000003.jpg,58,Unlabeled litter,Unlabeled litter,1432,1725,1977,248,230,57040,recortes\Unlabeled litter\Unlabeled litter_1432_000003.jpg
405,3120,4160,batch_13/000004.jpg,21,Disposable plastic cup,Cup,1433,725,1849,1070,894,956580,recortes\Disposable plastic cup\Disposable plastic cup_1433_000004.jpg
405,3120,4160,batch_13/000004.jpg,55,Plastic straw,Straw,1434,1655,1923,735,328,241080,recortes\Plastic straw\Plastic straw_1434_000004.jpg
405,3120,4160,batch_13/000004.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1435,1669,2518,356,246,87576,recortes\Other plastic wrapper\Other plastic wrapper_1435_000004.jpg
406,3120,4160,batch_13/000005.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1436,752,0,796,1362,1084152,recortes\Other plastic wrapper\Other plastic wrapper_1436_000005.jpg
406,3120,4160,batch_13/000005.jpg,36,Plastic film,Plastic bag & wrapper,1437,2688,2796,429,494,211926,recortes\Plastic film\Plastic film_1437_000005.jpg
406,3120,4160,batch_13/000005.jpg,14,Other carton,Carton,1438,1724,2157,337,510,171870,recortes\Other carton\Other carton_1438_000005.jpg
406,3120,4160,batch_13/000005.jpg,14,Other carton,Carton,1439,838,2457,184,78,14352,recortes\Other carton\Other carton_1439_000005.jpg
406,3120,4160,batch_13/000005.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1440,443,3106,817,885,723045,recortes\Other plastic wrapper\Other plastic wrapper_1440_000005.jpg
407,3120,4160,batch_13/000006.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1441,1943,1892,295,152,44840,recortes\Other plastic wrapper\Other plastic wrapper_1441_000006.jpg
408,4160,3120,batch_13/000007.jpg,55,Plastic straw,Straw,1442,614,917,1040,1339,1392560,recortes\Plastic straw\Plastic straw_1442_000007.jpg
408,4160,3120,batch_13/000007.jpg,59,Cigarette,Cigarette,1443,3013,994,226,150,33900,recortes\Cigarette\Cigarette_1443_000007.jpg
409,4160,3120,batch_13/000008.jpg,21,Disposable plastic cup,Cup,1444,800,576,1928,1908,3678624,recortes\Disposable plastic cup\Disposable plastic cup_1444_000008.jpg
409,4160,3120,batch_13/000008.jpg,27,Plastic lid,Lid,1445,1916,1259,814,1211,985754,recortes\Plastic lid\Plastic lid_1445_000008.jpg
409,4160,3120,batch_13/000008.jpg,55,Plastic straw,Straw,1446,2009,1694,835,895,747325,recortes\Plastic straw\Plastic straw_1446_000008.jpg
409,4160,3120,batch_13/000008.jpg,36,Plastic film,Plastic bag & wrapper,1447,1290,850,1243,1841,2288363,recortes\Plastic film\Plastic film_1447_000008.jpg
410,4160,3120,batch_13/000009.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1448,1969,58,595,531,315945,recortes\Other plastic wrapper\Other plastic wrapper_1448_000009.jpg
410,4160,3120,batch_13/000009.jpg,36,Plastic film,Plastic bag & wrapper,1449,3336,1,346,149,51554,recortes\Plastic film\Plastic film_1449_000009.jpg
410,4160,3120,batch_13/000009.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1450,2681,789,268,155,41540,recortes\Other plastic wrapper\Other plastic wrapper_1450_000009.jpg
410,4160,3120,batch_13/000009.jpg,14,Other carton,Carton,1451,3219,1776,660,520,343200,recortes\Other carton\Other carton_1451_000009.jpg
410,4160,3120,batch_13/000009.jpg,5,Clear plastic bottle,Bottle,1452,117,1580,386,1102,425372,recortes\Clear plastic bottle\Clear plastic bottle_1452_000009.jpg
410,4160,3120,batch_13/000009.jpg,7,Plastic bottle cap,Bottle cap,1453,242,2588,177,94,16638,recortes\Plastic bottle cap\Plastic bottle cap_1453_000009.jpg
411,4160,3120,batch_13/000010.jpg,21,Disposable plastic cup,Cup,1454,168,7,2297,1749,4017453,recortes\Disposable plastic cup\Disposable plastic cup_1454_000010.jpg
411,4160,3120,batch_13/000010.jpg,27,Plastic lid,Lid,1455,1915,9,551,1747,962597,recortes\Plastic lid\Plastic lid_1455_000010.jpg
411,4160,3120,batch_13/000010.jpg,55,Plastic straw,Straw,1456,1475,689,2145,760,1630200,recortes\Plastic straw\Plastic straw_1456_000010.jpg
411,4160,3120,batch_13/000010.jpg,59,Cigarette,Cigarette,1457,3815,1112,248,265,65720,recortes\Cigarette\Cigarette_1457_000010.jpg
412,4160,3120,batch_13/000011.jpg,40,Single-use carrier bag,Plastic bag & wrapper,1458,1435,1622,142,28,3976,recortes\Single-use carrier bag\Single-use carrier bag_1458_000011.jpg
413,4160,3120,batch_13/000012.jpg,7,Plastic bottle cap,Bottle cap,1459,1925,1307,748,764,571472,recortes\Plastic bottle cap\Plastic bottle cap_1459_000012.jpg
414,4208,2368,batch_13/000013.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1460,2633,431,728,695,505960,recortes\Other plastic wrapper\Other plastic wrapper_1460_000013.jpg
414,4208,2368,batch_13/000013.jpg,4,Other plastic bottle,Bottle,1461,1182,1034,513,668,342684,recortes\Other plastic bottle\Other plastic bottle_1461_000013.jpg
414,4208,2368,batch_13/000013.jpg,55,Plastic straw,Straw,1462,1163,947,74,102,7548,recortes\Plastic straw\Plastic straw_1462_000013.jpg
414,4208,2368,batch_13/000013.jpg,16,Drink carton,Carton,1463,1792,1232,876,459,402084,recortes\Drink carton\Drink carton_1463_000013.jpg
414,4208,2368,batch_13/000013.jpg,58,Unlabeled litter,Unlabeled litter,1464,2225,1149,290,135,39150,recortes\Unlabeled litter\Unlabeled litter_1464_000013.jpg
414,4208,2368,batch_13/000013.jpg,58,Unlabeled litter,Unlabeled litter,1465,2373,612,624,651,406224,recortes\Unlabeled litter\Unlabeled litter_1465_000013.jpg
414,4208,2368,batch_13/000013.jpg,58,Unlabeled litter,Unlabeled litter,1466,948,1912,976,453,442128,recortes\Unlabeled litter\Unlabeled litter_1466_000013.jpg
415,2368,4208,batch_13/000014.jpg,21,Disposable plastic cup,Cup,1467,1175,2111,584,603,352152,recortes\Disposable plastic cup\Disposable plastic cup_1467_000014.jpg
415,2368,4208,batch_13/000014.jpg,58,Unlabeled litter,Unlabeled litter,1468,908,1,470,307,144290,recortes\Unlabeled litter\Unlabeled litter_1468_000014.jpg
415,2368,4208,batch_13/000014.jpg,58,Unlabeled litter,Unlabeled litter,1469,1326,1,189,56,10584,recortes\Unlabeled litter\Unlabeled litter_1469_000014.jpg
415,2368,4208,batch_13/000014.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1470,1391,1053,136,142,19312,recortes\Other plastic wrapper\Other plastic wrapper_1470_000014.jpg
415,2368,4208,batch_13/000014.jpg,58,Unlabeled litter,Unlabeled litter,1471,2179,3733,180,202,36360,recortes\Unlabeled litter\Unlabeled litter_1471_000014.jpg
415,2368,4208,batch_13/000014.jpg,29,Other plastic,Other plastic,1472,616,3902,273,304,82992,recortes\Other plastic\Other plastic_1472_000014.jpg
415,2368,4208,batch_13/000014.jpg,58,Unlabeled litter,Unlabeled litter,1473,1932,1951,108,77,8316,recortes\Unlabeled litter\Unlabeled litter_1473_000014.jpg
416,3120,4160,batch_13/000015.jpg,55,Plastic straw,Straw,1474,1,1199,840,1380,1159200,recortes\Plastic straw\Plastic straw_1474_000015.jpg
416,3120,4160,batch_13/000015.jpg,49,Plastic utensils,Plastic utensils,1475,1088,1782,115,675,77625,recortes\Plastic utensils\Plastic utensils_1475_000015.jpg
416,3120,4160,batch_13/000015.jpg,21,Disposable plastic cup,Cup,1476,494,1962,1267,1574,1994258,recortes\Disposable plastic cup\Disposable plastic cup_1476_000015.jpg
416,3120,4160,batch_13/000015.jpg,39,Other plastic wrapper,Plastic bag & wrapper,1477,1023,1392,145,83,12035,recortes\Other plastic wrapper\Other plastic wrapper_1477_000015.jpg
416,3120,4160,batch_13/000015.jpg,14,Other carton,Carton,1478,139,2187,370,304,112480,recortes\Other carton\Other carton_1478_000015.jpg
417,3120,4160,batch_13/000016.jpg,16,Drink carton,Carton,1479,1498,429,881,1416,1247496,recortes\Drink carton\Drink carton_1479_000016.jpg
417,3120,4160,batch_13/000016.jpg,55,Plastic straw,Straw,1480,1528,1739,67,103,6901,recortes\Plastic straw\Plastic straw_1480_000016.jpg
